model,dataset,ablation,seed,missing_rate,lambda_ent,norm_variant,width,loss,aug_block,bl_d_model,bl_d_ff,params,train_time_s,infer_time_s,best_val,epochs_run,seq_len,pred_len,d_model,n_layers,lr,MAE,RMSE,MSE,SMAPE,R2,MAE_T,RMSE_T,MAE_RH,RMSE_RH,MAPE_RH,MAE_P,RMSE_P,MAPE_P,MAE_WS,RMSE_WS,MAE_h1,RMSE_h1,MAE_h6,RMSE_h6,MAE_h12,RMSE_h12,MAE_h24,RMSE_h24,CLS_ACC,CLS_P,CLS_R,CLS_F1,CLS_AUC,CLS_AP,CLS_POSRATE
TFT,jena,full,3,0.0,0.0,off,default,huber,0.5,,,3640676,1154.7,13.08,0.1617466846234252,10,96,24,256,2,0.0005,3.361598253250122,5.51451301574707,30.409854888916016,23.20677947998047,0.6413654685020447,2.69462251663208,3.4029757976531982,7.418272495269775,9.815156936645508,10.631763458251951,2.468726634979248,3.487287998199463,0.2494761198759079,0.8647753596305847,1.2492773532867432,1.8780755996704104,2.9808497428894043,2.8264784812927246,4.74287748336792,3.47076678276062,5.6401567459106445,4.228311061859131,6.59710168838501,0.7368451011408302,0.2148289313578126,0.9965965218113144,0.3534642023833182,0.9716433367979932,0.733235646898733,0.0721796807592752
Crossformer,jena,full,0,0.0,0.0,off,default,huber,0.5,,,1695908,1473.5,5.49,0.1493429106129334,17,96,24,256,2,0.0005,3.077678203582764,5.185092449188232,26.885183334350582,22.546178817749023,0.6866424679756165,2.443434953689575,3.06716537475586,6.98089075088501,9.360347747802734,10.036368370056152,2.044027090072632,3.0182251930236816,0.2064250856637954,0.8423588871955872,1.1863521337509155,1.5049039125442505,2.4069998264312744,2.5934059619903564,4.497211933135986,3.1607697010040283,5.30206823348999,3.878451347351074,6.084843635559082,0.7505092992042949,0.2241538418516205,0.9980907317478106,0.3660901866455561,0.9784416221543096,0.789418495467352,0.0721796807592752
Crossformer,jena,full,2,0.0,0.0,off,default,huber,0.5,,,1695908,901.0,5.56,0.1511141896100862,12,96,24,256,2,0.0005,3.120561122894287,5.214541912078857,27.19144630432129,22.55665397644043,0.6732195615768433,2.493360757827759,3.13866662979126,7.045107364654541,9.376017570495604,10.419632911682127,2.110309839248657,3.083865165710449,0.2131241559982299,0.8334625959396362,1.2225487232208252,1.5017427206039429,2.3485021591186523,2.662414312362671,4.539404392242432,3.243308782577514,5.390411853790283,3.926061153411865,6.18815279006958,0.7503235547886109,0.2238185360942001,0.9964304984850372,0.365531312331562,0.9778742327902864,0.7677008246822415,0.0721796807592752
Crossformer,jena,full,4,0.0,0.0,off,default,huber,0.5,,,1695908,1300.5,5.8,0.1493584321471044,17,96,24,256,2,0.0005,3.120577335357666,5.132298469543457,26.34048843383789,22.527889251708984,0.6838641166687012,2.4807064533233643,3.0602025985717773,6.913524150848389,9.180100440979004,10.356417655944824,2.2439756393432617,3.2093989849090576,0.2264628708362579,0.8441007137298584,1.192723035812378,1.5119136571884155,2.219773292541504,2.6249337196350098,4.392203330993652,3.212236166000366,5.257425308227539,3.91637659072876,6.108498573303223,0.7532714984181766,0.2261742506133268,0.9987133192213506,0.3688228080931943,0.9808486863816286,0.8087749865015218,0.0721796807592752
Crossformer,beijing_aotizhongxin,full,1,0.0,0.0,off,default,huber,0.5,,,1694628,564.5,3.1,0.1740488731600663,15,96,24,256,2,0.0005,4.465867042541504,8.507280349731445,72.37382507324219,27.854019165039062,0.645550549030304,3.2874536514282227,4.079540252685547,11.77023696899414,16.203582763671875,30.566898345947266,2.157562732696533,3.071099042892456,0.2125738859176635,0.6482170820236206,0.9300285577774048,2.25564956665039,3.812669277191162,3.8635427951812735,7.145850658416748,4.599758148193359,8.584611892700195,5.532478332519531,10.189984321594238,0.7619289340101523,0.4218754587357975,0.999547857540345,0.5933274149926709,0.9781182305971192,0.8963065619475654,0.1737490935460478
Crossformer,beijing_aotizhongxin,full,3,0.0,0.0,off,default,huber,0.5,,,1694628,511.2,3.04,0.1696961279073084,15,96,24,256,2,0.0005,4.170514583587647,7.89301061630249,62.29961395263672,27.73973274230957,0.6612675189971924,3.190911293029785,4.032495498657227,10.730003356933594,14.930727005004885,26.84717559814453,2.1097145080566406,3.0218968391418457,0.2077573835849762,0.6514312028884888,0.9375015497207642,2.2936723232269287,3.772810220718384,3.4468002319335938,6.4978346824646,4.346334934234619,8.069999694824219,5.293428897857666,9.735318183898926,0.7493352671017646,0.4093860348559061,1.0,0.5809423745251758,0.977628103204435,0.8936535921114807,0.1737490935460478
XAI-MeteoFormer,jena,no_revin,0,0.0,0.01,off,default,huber,0.5,,,1892475,736.2,6.79,0.1456036612469296,17,96,24,256,2,0.0005,3.032679319381714,5.230788230895996,27.361146926879883,21.40411949157715,0.6820467710494995,1.928860068321228,2.5320045948028564,7.080267906188965,9.527629852294922,10.190427780151367,2.269925832748413,3.284875869750977,0.2294609099626541,0.8516591191291809,1.2113547325134275,1.2562735080718994,2.094587564468384,2.51450514793396,4.496339797973633,3.2255091667175293,5.539992332458496,3.868741750717163,6.106163024902344,0.9496902262486818,0.6098471168893704,0.8410741709210144,0.707035815844106,0.9790050248281214,0.7866448186163703,0.0721796807592752
XAI-MeteoFormer,jena,no_revin,2,0.0,0.01,off,default,huber,0.5,,,1892475,836.2,6.91,0.1413973746909106,19,96,24,256,2,0.0005,2.970864534378052,5.1564226150512695,26.588695526123047,21.356016159057617,0.6877526044845581,1.841521382331848,2.4288246631622314,7.036743640899658,9.443760871887209,10.338958740234377,2.161144971847534,3.1291003227233887,0.2182556539773941,0.8440489172935486,1.2164310216903689,1.1765284538269043,2.076012372970581,2.452634572982788,4.463188648223877,3.136369466781616,5.347118377685547,3.849313974380493,6.156058311462402,0.947578132489694,0.5979853207737794,0.8352633545013074,0.6969833408374606,0.9779351357922484,0.7945551292356444,0.0721796807592752
XAI-MeteoFormer,jena,no_revin,4,0.0,0.01,off,default,huber,0.5,,,1892475,881.2,6.83,0.1456650341015828,20,96,24,256,2,0.0005,3.023729085922241,5.251742839813232,27.58080101013184,21.285871505737305,0.680141806602478,1.8894333839416504,2.4830069541931152,7.051610946655273,9.58260440826416,10.119505882263184,2.304537773132324,3.2939248085021973,0.2326388210058212,0.8493324518203735,1.2172176837921145,1.055387020111084,1.835374355316162,2.463592052459717,4.418496131896973,3.2510287761688232,5.670437812805176,3.90574049949646,6.137115001678467,0.9571978956955228,0.6794524558963473,0.770514257253144,0.7221238938053097,0.9793071316342,0.7921376617421632,0.0721796807592752
TFT,beijing_aotizhongxin,full,2,0.0,0.0,off,default,huber,0.5,,,3540960,554.7,6.26,0.191269280664471,11,96,24,256,2,0.0005,4.585562229156494,8.390935897827148,70.40779876708984,28.41731834411621,0.6308159232139587,3.175053358078003,4.011919498443604,11.963614463806152,15.886402130126951,26.95761680603028,2.5250773429870605,3.4969482421875,0.2487627565860748,0.6785039901733398,0.9640085697174072,2.911052227020264,5.160824298858643,3.98454213142395,7.246279716491699,4.806626319885254,8.74875259399414,5.422569751739502,9.678728103637695,0.7342216582064298,0.3953088694265326,1.0,0.5666256096960142,0.9702160410137776,0.8507706870433295,0.1737490935460478
TFT,beijing_aotizhongxin,full,4,0.0,0.0,off,default,huber,0.5,,,3540960,758.0,6.43,0.192857769472183,15,96,24,256,2,0.0005,4.801320552825928,8.810022354125977,77.61648559570312,29.83231544494629,0.5906643867492676,3.420997142791748,4.2568039894104,12.539626121520996,16.697540283203125,30.028947830200195,2.5156326293945312,3.535130739212036,0.2477976679801941,0.7290231585502625,1.020085334777832,2.8207480907440186,4.77079963684082,4.015816688537598,7.248894691467285,4.987936019897461,9.034546852111816,5.9466729164123535,10.622840881347656,0.7447909112883733,0.4050490251324242,1.0,0.5765621240073795,0.9685303187981325,0.8512427794709484,0.1737490935460478
Informer,jena,full,1,0.0,0.0,off,default,huber,0.5,,,2867475,544.8,6.05,0.1697866534496727,12,96,24,256,2,0.0005,3.45173454284668,5.640242576599121,31.81233787536621,23.986888885498047,0.6408826112747192,2.892287015914917,3.6634249687194815,7.448148250579834,9.961042404174805,10.666548728942873,2.607193946838379,3.627446174621582,0.2633637189865112,0.8593072295188904,1.2032978534698486,2.0487635135650635,3.1136391162872314,2.988180637359619,4.988334655761719,3.5906357765197754,5.845402717590332,4.29044246673584,6.778002738952637,0.7500599175534465,0.2237637221948062,0.9974681442742706,0.3655279408633224,0.9744107451773774,0.7417317184475671,0.0721796807592752
Informer,jena,full,3,0.0,0.0,off,default,huber,0.5,,,2867475,451.3,6.09,0.1709133894241515,10,96,24,256,2,0.0005,3.550623893737793,5.823916435241699,33.91800308227539,23.84140968322754,0.6295933723449707,2.915748357772827,3.636308670043945,7.799937725067139,10.382037162780762,11.270512580871582,2.6207833290100098,3.63056230545044,0.2645944356918335,0.8660209774971008,1.2172095775604248,2.230334043502808,3.5453059673309326,3.264811515808105,5.482405662536621,3.845710039138794,6.313504695892334,4.262170791625977,6.721686363220215,0.7703000671076599,0.2390076343456204,0.999252895031752,0.3857493070131867,0.9770087257897644,0.7424366358107048,0.0721796807592752
TimesNet,beijing_aotizhongxin,full,0,0.0,0.0,off,default,huber,0.5,,,1186378,481.8,4.36,0.1818721448254155,11,96,24,256,2,0.0005,4.427279949188232,8.241740226745605,67.92627716064453,27.67206764221192,0.6340956687927246,2.934009313583374,3.726567506790161,11.537307739257812,15.612006187438965,27.76111602783203,2.555726766586304,3.625407695770264,0.2516739666461944,0.6820794939994812,0.9692612290382384,2.857645034790039,4.975660800933838,3.849391222000122,7.141676902770996,4.5688300132751465,8.483474731445312,5.342795848846436,9.709305763244627,0.7372250423011845,0.3980286837587906,1.0,0.569414187824296,0.9730263619813015,0.8676408133887549,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,2,0.0,0.0,off,default,huber,0.5,,,1186378,605.7,9.64,0.1834571652525746,10,96,24,256,2,0.0005,4.4653730392456055,8.351211547851562,69.74272918701172,27.526241302490234,0.6251118779182434,2.8044192790985107,3.59241247177124,11.725367546081545,15.86683750152588,28.11777877807617,2.6482505798339844,3.652311563491821,0.2609176933765411,0.6834561824798584,0.984659731388092,2.8794162273406982,5.129619598388672,3.8838067054748535,7.2429585456848145,4.586241245269775,8.5341796875,5.401437282562256,9.840737342834473,0.7163826444283297,0.3798903349408734,1.0,0.5506094583337323,0.9713214443714612,0.8516992676538734,0.1737490935460478
TimesNet,beijing_aotizhongxin,full,4,0.0,0.0,off,default,huber,0.5,,,1186378,639.1,7.48,0.1779623040811199,10,96,24,256,2,0.0005,4.469119548797607,8.337660789489746,69.51659393310547,27.34503746032715,0.627785325050354,2.7881290912628174,3.6203322410583496,11.78917121887207,15.83031177520752,28.202831268310547,2.617713689804077,3.661030530929565,0.2578653991222381,0.6814637780189514,0.978591799736023,2.8039493560791016,5.088688373565674,3.813844680786133,7.143810272216797,4.599101066589356,8.536568641662598,5.4338860511779785,9.816471099853516,0.7176516799613246,0.380947333554157,1.0,0.5517188444452973,0.9721514187130385,0.8610751248666504,0.1737490935460478
Autoformer,beijing_aotizhongxin,full,1,0.0,0.0,on,default,huber,0.5,,,2674742,460.7,6.75,0.2329982709032897,10,96,24,256,2,0.0005,5.494094371795654,9.550315856933594,91.20852661132812,30.972654342651367,0.5462449193000793,3.643154859542847,4.54102087020874,13.941896438598633,17.894573211669922,33.58765411376953,3.6703531742095934,4.791446208953857,0.3618127405643463,0.7209780216217041,1.0195817947387695,4.424861431121826,7.322734832763672,5.0223069190979,8.637821197509766,5.599795341491699,9.768733024597168,6.233460426330566,10.805301666259766,0.7338832487309644,0.3949210102982222,0.9989913745130774,0.5660652523082684,0.9626728512928944,0.8160696314275822,0.1737490935460478
Autoformer,beijing_aotizhongxin,full,3,0.0,0.0,on,default,huber,0.5,,,2674742,418.5,6.99,0.2307467917478081,9,96,24,256,2,0.0005,5.272374629974365,9.288936614990234,86.28433990478516,29.97317695617676,0.5530239343643188,3.0241219997406006,3.881014823913574,13.474675178527832,17.40800666809082,32.34061050415039,3.87178897857666,5.097124099731445,0.3818155825138092,0.7189109325408936,1.027463674545288,4.222937107086182,7.128320217132568,4.722335338592529,8.256730079650879,5.371036052703857,9.414690971374512,6.132615566253662,10.816990852355955,0.7178329707517525,0.3810893569639046,0.9998956594323872,0.5518518873991036,0.962921488513262,0.8249392111969646,0.1737490935460478
PatchTST,beijing_aotizhongxin,full,0,0.0,0.0,off,default,huber,0.5,,,1657880,729.5,4.97,0.1781685242777487,23,96,24,256,2,0.0005,4.346800804138184,8.20593547821045,67.33737182617188,27.531782150268555,0.6319258213043213,2.258131742477417,2.9301040172576904,11.927825927734377,15.7373685836792,28.953752517700195,2.495009660720825,3.4796831607818604,0.2457527220249176,0.7062339782714844,0.995475172996521,1.9855709075927728,3.5632894039154053,3.709776163101196,7.0699615478515625,4.646730422973633,8.645796775817871,5.282482147216797,9.553533554077148,0.7088469905728789,0.3737326470129465,1.0,0.5441126376745771,0.9686736147395164,0.8342996726332526,0.1737490935460478
PatchTST,beijing_aotizhongxin,full,2,0.0,0.0,off,default,huber,0.5,,,1657880,795.8,4.98,0.1761848258653643,25,96,24,256,2,0.0005,4.318450450897217,8.274492263793945,68.46722412109375,27.455183029174805,0.6347367763519287,2.315018653869629,3.0055034160614014,11.901787757873535,15.893861770629885,28.718719482421875,2.3598639965057373,3.3537721633911133,0.2324416935443878,0.6971290707588196,0.986532747745514,1.7989754676818848,3.335888385772705,3.701452016830444,7.110192775726318,4.637186527252197,8.69744873046875,5.308444976806641,9.739947319030762,0.7098259608411893,0.3745212973817897,1.0,0.5449479729345539,0.96863186823572,0.8255985123561582,0.1737490935460478
PatchTST,beijing_aotizhongxin,full,4,0.0,0.0,off,default,huber,0.5,,,1657880,794.7,5.04,0.1769524583087616,25,96,24,256,2,0.0005,4.345052719116211,8.278850555419922,68.53936004638672,27.59687232971192,0.6301575899124146,2.3956048488616943,3.0900259017944336,11.918989181518556,15.879411697387695,28.837081909179688,2.369795560836792,3.385919570922852,0.2334250807762146,0.6958221197128296,0.9944828152656556,1.9346275329589844,3.422041177749634,3.687098979949951,7.067974090576172,4.643861770629883,8.755324363708496,5.319241523742676,9.669821739196776,0.7098863911046652,0.3745700885878061,1.0,0.5449996208962014,0.9678524921402591,0.8216950803729528,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,1,0.0,0.01,off,default,huber,0.5,,,1892219,405.9,3.66,0.1595323404441866,19,96,24,256,2,0.0005,4.271229267120361,8.353373527526855,69.77884674072266,27.060192108154297,0.6531903743743896,2.2080538272857666,2.903287887573242,11.890707015991213,16.112213134765625,27.88117218017578,2.323596715927124,3.192584276199341,0.2289130985736847,0.6625592708587646,0.9435428380966188,1.9218899011611936,3.492955446243286,3.65679669380188,7.176064491271973,4.574512958526611,8.982644081115723,5.174062728881836,9.486027717590332,0.8860768672951415,0.6067592632532459,0.978471062882582,0.7490348518331159,0.9771623112350052,0.8925474099534696,0.1737490935460478
XAI-MeteoFormer,beijing_aotizhongxin,no_revin,3,0.0,0.01,off,default,huber,0.5,,,1892219,303.6,3.77,0.1621498370772447,14,96,24,256,2,0.0005,4.300019264221191,8.350672721862793,69.7337417602539,26.608821868896484,0.6495788097381592,2.1007609367370605,2.7374541759490967,11.86650276184082,16.090816497802734,28.918331146240234,2.571180582046509,3.4096474647521973,0.2536413371562958,0.6616332530975342,0.9493207931518556,2.182077169418335,3.757612943649292,3.7534916400909424,7.147989749908447,4.466443538665772,8.655410766601562,5.358378410339356,9.896553993225098,0.8896603819192652,0.6152140018007335,0.9743670005564832,0.7542166404178277,0.9746982483574618,0.8736334929245935,0.1737490935460478
Transformer,jena,full,0,0.0,0.0,off,default,huber,0.5,,,2670099,405.9,5.62,0.1686893880030041,10,96,24,256,2,0.0005,3.461602210998535,5.591856956481934,31.268861770629883,23.86605834960937,0.6367957592010498,2.950539350509644,3.607167482376098,7.403311252593994,9.87013339996338,10.75236988067627,2.614372968673706,3.623706579208374,0.2641817629337311,0.8781862258911133,1.2300364971160889,2.175401449203491,3.215847969055176,3.0627481937408447,5.003785133361816,3.5329222679138184,5.724954128265381,4.126578330993652,6.383942127227783,0.7832122998753714,0.2491137977275798,0.9946457477275558,0.3984371103167345,0.9778168879498788,0.767087715507441,0.0721796807592752
Transformer,jena,full,2,0.0,0.0,off,default,huber,0.5,,,2670099,369.8,5.31,0.167773326446248,9,96,24,256,2,0.0005,3.541212797164917,5.792163848876953,33.549163818359375,23.70594024658203,0.6319015026092529,2.9824981689453125,3.675106048583984,7.772702217102051,10.32362174987793,11.262697219848633,2.558013439178467,3.554373979568481,0.2583181858062744,0.8516411185264587,1.216358304023743,2.3620588779449463,3.566137313842773,3.1316699981689453,5.177633762359619,3.696129560470581,6.0668721199035645,4.184701442718506,6.591739654541016,0.7713336449046112,0.2396475068285583,0.9978001909268251,0.3864734299516908,0.9772408417709114,0.7619623637566962,0.0721796807592752
Transformer,jena,full,4,0.0,0.0,off,default,huber,0.5,,,2670099,396.3,5.49,0.1667443913691763,10,96,24,256,2,0.0005,3.4535467624664307,5.680792808532715,32.27140808105469,23.34154319763184,0.6364678144454956,2.7186200618743896,3.4969515800476074,7.670182228088379,10.13047695159912,11.197772026062012,2.573390483856201,3.5662734508514404,0.2599871456623077,0.8519975543022156,1.2296667098999023,2.160249710083008,3.3137786388397217,3.035689353942871,5.108644008636475,3.568161964416504,5.85930871963501,4.15327262878418,6.546061038970947,0.7494577461413096,0.2232325486258321,0.9965550159797452,0.3647578029457117,0.9764279150020284,0.7638011560298759,0.0721796807592752
Informer,beijing_aotizhongxin,full,1,0.0,0.0,off,default,huber,0.5,,,2865682,269.4,3.59,0.1971668683175038,11,96,24,256,2,0.0005,4.846539497375488,8.7296724319458,76.2071762084961,29.92743492126465,0.6102086305618286,3.801257371902466,4.688255310058594,12.278539657592772,16.415754318237305,28.415063858032227,2.6122424602508545,3.5255391597747803,0.257441908121109,0.6941151022911072,0.9708510637283324,3.13984489440918,5.128267288208008,4.199847221374512,7.538445472717285,5.08280611038208,9.092345237731934,5.742022037506104,10.246638298034668,0.7736886632825719,0.4342971960357747,0.9998260990539788,0.605556959892147,0.9720857056297826,0.8688225514247591,0.1737490935460478
Informer,beijing_aotizhongxin,full,3,0.0,0.0,off,default,huber,0.5,,,2865682,212.7,3.3,0.1950591514516728,10,96,24,256,2,0.0005,4.78084135055542,8.655359268188477,74.91524505615234,29.219371795654297,0.6177905201911926,3.49322247505188,4.403217792510986,11.963333129882812,16.256628036499023,29.75234031677246,2.9923431873321533,3.88358736038208,0.2951616942882538,0.6744665503501892,0.9552156329154968,3.331723690032959,5.540097713470459,4.144325256347656,7.50809907913208,4.926497936248779,8.946380615234375,5.54234504699707,9.886043548583984,0.7518552090887116,0.4118312683520733,1.0,0.5834001237736768,0.9695296626489333,0.8546078943328191,0.1737490935460478
Transformer,beijing_aotizhongxin,full,0,0.0,0.0,on,default,huber,0.5,,,2668342,149.2,3.01,0.2044088762305217,8,96,24,256,2,0.0005,4.905593395233154,9.075883865356444,82.37167358398438,29.43478202819824,0.5915930867195129,3.097819328308105,3.957154750823975,12.999560356140137,17.256004333496094,32.53513717651367,2.8141887187957764,3.881490230560303,0.2772792279720306,0.7108010649681091,0.9960033893585204,3.254255771636963,5.646209239959717,4.457152366638184,8.25615406036377,5.088546752929688,9.487139701843262,5.702666759490967,10.15051555633545,0.7255620014503263,0.387670900412588,1.0,0.558736081151985,0.9680911395444194,0.8414049395470675,0.1737490935460478
Transformer,beijing_aotizhongxin,full,2,0.0,0.0,on,default,huber,0.5,,,2668342,168.5,2.99,0.2021911137217366,9,96,24,256,2,0.0005,4.921138286590576,8.889297485351562,79.01960754394531,29.79201889038086,0.5952141880989075,3.578031301498413,4.4712233543396,12.655840873718262,16.75010108947754,30.728185653686523,2.748479127883911,3.812857866287232,0.2706352472305298,0.7022039890289307,0.9913792014122008,3.022095203399658,5.181826591491699,4.435819149017334,7.98223066329956,5.094419479370117,9.134334564208984,5.723725318908691,10.07052993774414,0.7503807106598985,0.4103790420444,0.9997565386755703,0.5819002601293561,0.969728152630114,0.8473708820306269,0.1737490935460478
Transformer,beijing_aotizhongxin,full,4,0.0,0.0,on,default,huber,0.5,,,2668342,149.5,3.0,0.1988948476254711,8,96,24,256,2,0.0005,4.821741104125977,8.712613105773926,75.90962219238281,29.56461906433105,0.6027109026908875,3.0779025554656982,3.915187120437622,12.667035102844238,16.501380920410156,30.01301002502441,2.833332061767578,3.875378370285034,0.2791091203689575,0.7086895704269409,0.997810423374176,3.0626251697540283,5.251053810119629,4.3603291511535645,7.844564914703369,4.95343828201294,8.950925827026367,5.62732458114624,9.870049476623535,0.7337321730722746,0.394869118576098,1.0,0.5661737195518185,0.9689486974240186,0.8459633400794441,0.1737490935460478
LSTM,jena,full,1,0.0,0.0,on,default,huber,0.5,,,834694,225.6,2.6,0.1614721401138037,11,96,24,256,2,0.0005,3.293227195739746,5.501227855682373,30.26350784301757,23.085100173950195,0.6448249220848083,2.4159069061279297,3.114320993423462,7.48187255859375,9.893702507019045,10.768630981445312,2.410658597946167,3.446793556213379,0.2435290068387985,0.8644722104072571,1.2606699466705322,1.5873985290527344,2.595144271850586,2.784411191940308,4.785435199737549,3.4657022953033447,5.712177276611328,4.101478576660156,6.473004817962647,0.6990910507142173,0.1932977680651744,0.9985888017266424,0.3238982491804603,0.970906037798393,0.7093691755171369,0.0721796807592752
LSTM,jena,full,3,0.0,0.0,on,default,huber,0.5,,,834694,210.5,2.64,0.1596212226583479,10,96,24,256,2,0.0005,3.3118038177490234,5.514344215393066,30.40799331665039,22.96902275085449,0.6443625688552856,2.4435534477233887,3.122649669647217,7.542482376098633,9.928662300109863,10.846819877624512,2.381911039352417,3.4221854209899902,0.2406666278839111,0.8792683482170105,1.2614657878875732,1.7475506067276,2.869420528411865,2.81860876083374,4.867997169494629,3.444236516952514,5.67853307723999,4.124878883361816,6.483717918395996,0.7045555315885341,0.1960982611816135,0.9979662142531026,0.3277870556559081,0.972167017177175,0.7253271670161664,0.0721796807592752
iTransformer,jena,full,0,0.0,0.0,off,default,huber,0.5,,,1611032,337.0,2.23,0.1661973683917174,16,96,24,256,2,0.0005,3.3020272254943848,5.54384708404541,30.73423957824707,23.37426948547364,0.6248365640640259,2.439453601837158,3.151184797286988,7.431909561157227,9.97604751586914,10.80980110168457,2.401839017868042,3.4261162281036377,0.2427053451538086,0.9349067807197572,1.3218159675598145,1.334541082382202,2.1956605911254883,2.740412473678589,4.760114192962647,3.516805648803711,5.806297302246094,4.199106216430664,6.58366584777832,0.7025303182820439,0.1950823926300765,0.9984642842319346,0.3263932702418506,0.9699040561139576,0.7117432141095735,0.0721796807592752
iTransformer,jena,full,2,0.0,0.0,off,default,huber,0.5,,,1611032,293.8,2.24,0.1638361109512803,14,96,24,256,2,0.0005,3.2691986560821533,5.558867931365967,30.901010513305664,23.12677383422852,0.6330553293228149,2.300081729888916,3.0151360034942627,7.50351619720459,10.07440185546875,10.715198516845703,2.359880208969116,3.364363193511963,0.2384156286716461,0.9133154153823853,1.3040196895599363,1.3697668313980105,2.410216808319092,2.7539665699005127,4.88745641708374,3.463066339492798,5.7745232582092285,4.1409525871276855,6.543888568878174,0.688743289234014,0.1881808661946515,0.9994604241895988,0.3167274999177929,0.9698040036184532,0.7133046725521115,0.0721796807592752
iTransformer,jena,full,4,0.0,0.0,off,default,huber,0.5,,,1611032,351.0,2.26,0.1662673479110655,16,96,24,256,2,0.0005,3.287942886352539,5.519435405731201,30.46416664123535,23.356632232666016,0.628645658493042,2.429056167602539,3.124772310256958,7.419635772705078,9.938446998596191,10.685357093811035,2.375317096710205,3.4043071269989014,0.2399208694696426,0.927762806415558,1.3154586553573608,1.3765819072723389,2.251415252685547,2.750457763671875,4.788138389587402,3.480120658874512,5.767673492431641,4.174199104309082,6.556183815002441,0.6953971335442432,0.1914802236520826,0.999252895031752,0.3213770824434002,0.9703899685438212,0.7202009259328588,0.0721796807592752
DLinear,jena,full,1,0.0,0.0,off,default,huber,0.5,,,4656,225.1,2.13,0.173568000419512,16,96,24,256,2,0.0005,3.41990327835083,5.741542816162109,32.96531295776367,23.141258239746094,0.6164566278457642,2.13028883934021,2.8044748306274414,7.649148941040039,10.270808219909668,11.249903678894045,2.972676038742065,4.102413654327393,0.3002838492393493,0.9274985194206238,1.2949453592300415,1.0411609411239624,1.8193871974945068,2.9868476390838623,5.106631755828857,3.744050264358521,6.159246921539307,4.1997151374816895,6.593822956085205,0.658254242162784,0.1742039669493305,0.9984642842319346,0.2966507177033493,0.9643694498334552,0.6895856296500924,0.0721796807592752
DLinear,jena,full,3,0.0,0.0,off,default,huber,0.5,,,4656,216.3,2.02,0.1727319809548847,16,96,24,256,2,0.0005,3.4124372005462646,5.736674785614014,32.9094352722168,23.09430503845215,0.6178396940231323,2.139258861541748,2.81602144241333,7.660727977752685,10.281984329223633,11.302867889404297,2.9213998317718506,4.038718700408936,0.2951120138168335,0.9283589124679564,1.2951185703277588,1.0388836860656738,1.8221831321716309,2.965843915939331,5.098605632781982,3.745912551879883,6.143167495727539,4.19868803024292,6.589575290679932,0.6620350397852555,0.1757016588318724,0.99750965010584,0.2987766975807454,0.9645440124392176,0.69406077768441,0.0721796807592752
DLinear,beijing_aotizhongxin,full,0,0.0,0.0,off,default,huber,0.5,,,4656,110.4,1.4,0.1825754435181371,16,96,24,256,2,0.0005,4.373193740844727,8.383946418762207,70.2905502319336,27.775270462036133,0.6206340789794922,2.0393309593200684,2.6546571254730225,11.891451835632324,16.05972671508789,29.41661834716797,2.8386669158935547,3.8983099460601807,0.2796242833137512,0.7233284711837769,1.0016818046569824,1.6002678871154783,3.086813449859619,3.805630207061768,7.295566082000732,4.766721248626709,8.969757080078125,5.308990478515625,9.684687614440918,0.6990572878897752,0.3660250534677666,1.0,0.5358980093938717,0.9713235476714028,0.8634801798089318,0.1737490935460478
DLinear,beijing_aotizhongxin,full,2,0.0,0.0,off,default,huber,0.5,,,4656,180.0,1.66,0.1823871722607124,25,96,24,256,2,0.0005,4.355823040008545,8.383193016052246,70.27792358398438,27.78466033935547,0.6208405494689941,2.01786732673645,2.6354517936706543,11.864891052246094,16.06473731994629,29.441505432128903,2.81752872467041,3.8841121196746826,0.2775644063949585,0.7230035066604614,1.001965045928955,1.5256389379501345,3.0375399589538574,3.803428888320923,7.261755466461182,4.747083187103272,8.940494537353516,5.292150020599365,9.69287395477295,0.6996132463137539,0.3664542442008667,1.0,0.5363578703876432,0.9723255438906492,0.8656556181509191,0.1737490935460478
DLinear,beijing_aotizhongxin,full,4,0.0,0.0,off,default,huber,0.5,,,4656,196.1,1.77,0.18221675684873,28,96,24,256,2,0.0005,4.344113826751709,8.384906768798828,70.30665588378906,27.57059097290039,0.6205592155456543,1.9851553440094,2.608704090118408,11.858034133911133,16.07439422607422,29.327890396118164,2.8095974922180176,3.8767247200012207,0.2767859101295471,0.723668098449707,1.0030823945999146,1.4973177909851074,3.010793447494507,3.800799369812012,7.272119045257568,4.739055156707764,8.934810638427734,5.27945613861084,9.72330093383789,0.6994923857868021,0.3663608562691131,1.0,0.5362578334825425,0.9724731373709904,0.8669996452522494,0.1737490935460478
